T_11,,,,
Ausländeranteil und Bevölkerung,,,,
"nach Herkunft, Stadtkreis und Stadtquartier",,,,
2009,,,,
 ,,,,
"Quelle: Statistik Stadt Zürich, BVS6",,,,
 ,,,,
,,,,
,Total,Schweizer/-innen,Ausländer/-innen,"Anteil ausländische
Bevölkerung (%)"
Ganze Stadt, 382 906, 265 512, 117 394,  30.7
Kreis 1, 5 576, 3 973, 1 603,  28.7
Rathaus, 3 110, 2 218,  892,  28.7
Hochschulen,  673,  466,  207,  30.8
Lindenhof,  940,  720,  220,  23.4
City,  853,  569,  284,  33.3
Kreis 2, 29 809, 22 185, 7 624,  25.6
Wollishofen, 15 854, 11 977, 3 877,  24.5
Leimbach, 5 287, 4 041, 1 246,  23.6
Enge, 8 668, 6 167, 2 501,  28.9
Kreis 3, 46 971, 32 551, 14 420,  30.7
Alt-Wiedikon, 15 504, 10 523, 4 981,  32.1
Friesenberg, 11 003, 8 419, 2 584,  23.5
Sihlfeld, 20 464, 13 609, 6 855,  33.5
Kreis 4, 27 398, 16 256, 11 142,  40.7
Werd, 4 104, 2 691, 1 413,  34.4
Langstrasse, 10 392, 6 163, 4 229,  40.7
Hard, 12 902, 7 402, 5 500,  42.6
Kreis 5, 12 777, 8 601, 4 176,  32.7
Gewerbeschule, 9 717, 6 312, 3 405,  35.0
Escher Wyss, 3 060, 2 289,  771,  25.2
Kreis 6, 31 131, 23 030, 8 101,  26.0
Unterstrass, 21 080, 15 667, 5 413,  25.7
Oberstrass, 10 051, 7 363, 2 688,  26.7
Kreis 7, 35 362, 26 596, 8 766,  24.8
Fluntern, 7 528, 5 402, 2 126,  28.2
Hottingen, 10 594, 7 627, 2 967,  28.0
Hirslanden, 6 956, 5 419, 1 537,  22.1
Witikon, 10 284, 8 148, 2 136,  20.8
Kreis 8, 15 212, 10 748, 4 464,  29.3
Seefeld, 4 732, 3 220, 1 512,  32.0
Mühlebach, 5 545, 3 961, 1 584,  28.6
Weinegg, 4 935, 3 567, 1 368,  27.7
Kreis 9, 47 520, 32 355, 15 165,  31.9
Albisrieden, 17 675, 13 285, 4 390,  24.8
Altstetten, 29 845, 19 070, 10 775,  36.1
Kreis 10, 36 939, 27 667, 9 272,  25.1
Höngg, 21 294, 16 773, 4 521,  21.2
Wipkingen, 15 645, 10 894, 4 751,  30.4
Kreis 11, 64 612, 42 726, 21 886,  33.9
Affoltern, 22 383, 15 295, 7 088,  31.7
Oerlikon, 20 740, 13 653, 7 087,  34.2
Seebach, 21 489, 13 778, 7 711,  35.9
Kreis 12, 29 599, 18 824, 10 775,  36.4
Saatlen, 7 132, 4 802, 2 330,  32.7
Schwamendingen-Mitte, 10 857, 6 588, 4 269,  39.3
Hirzenbach, 11 610, 7 434, 4 176,  36.0
