T_12,,,,
Ausländeranteil und Bevölkerung,,,,
"nach Herkunft, Stadtkreis und Stadtquartier",,,,
2008,,,,
 ,,,,
"Quelle: Statistik Stadt Zürich, BVS6",,,,
 ,,,,
,,,,
,Total,Schweizer/-innen,Ausländer/-innen,"Anteil ausländische
Bevölkerung (%)"
Ganze Stadt, 380 499, 262 595, 117 904,  31.0
Kreis 1, 5 536, 3 999, 1 537,  27.8
Rathaus, 3 051, 2 217,  834,  27.3
Hochschulen,  702,  492,  210,  29.9
Lindenhof,  940,  720,  220,  23.4
City,  843,  570,  273,  32.4
Kreis 2, 29 531, 21 916, 7 615,  25.8
Wollishofen, 15 794, 11 883, 3 911,  24.8
Leimbach, 5 185, 3 921, 1 264,  24.4
Enge, 8 552, 6 112, 2 440,  28.5
Kreis 3, 46 595, 32 077, 14 518,  31.2
Alt-Wiedikon, 15 727, 10 555, 5 172,  32.9
Friesenberg, 10 325, 8 049, 2 276,  22.0
Sihlfeld, 20 543, 13 473, 7 070,  34.4
Kreis 4, 27 354, 15 980, 11 374,  41.6
Werd, 4 015, 2 573, 1 442,  35.9
Langstrasse, 10 455, 6 199, 4 256,  40.7
Hard, 12 884, 7 208, 5 676,  44.1
Kreis 5, 12 722, 8 419, 4 303,  33.8
Gewerbeschule, 9 751, 6 233, 3 518,  36.1
Escher Wyss, 2 971, 2 186,  785,  26.4
Kreis 6, 30 757, 22 669, 8 088,  26.3
Unterstrass, 20 655, 15 369, 5 286,  25.6
Oberstrass, 10 102, 7 300, 2 802,  27.7
Kreis 7, 35 240, 26 669, 8 571,  24.3
Fluntern, 7 542, 5 417, 2 125,  28.2
Hottingen, 10 548, 7 618, 2 930,  27.8
Hirslanden, 6 967, 5 469, 1 498,  21.5
Witikon, 10 183, 8 165, 2 018,  19.8
Kreis 8, 15 315, 10 901, 4 414,  28.8
Seefeld, 4 863, 3 347, 1 516,  31.2
Mühlebach, 5 491, 3 984, 1 507,  27.4
Weinegg, 4 961, 3 570, 1 391,  28.0
Kreis 9, 47 295, 31 992, 15 303,  32.4
Albisrieden, 17 555, 13 146, 4 409,  25.1
Altstetten, 29 740, 18 846, 10 894,  36.6
Kreis 10, 36 686, 27 381, 9 305,  25.4
Höngg, 21 186, 16 659, 4 527,  21.4
Wipkingen, 15 500, 10 722, 4 778,  30.8
Kreis 11, 64 283, 42 230, 22 053,  34.3
Affoltern, 22 044, 14 905, 7 139,  32.4
Oerlikon, 20 853, 13 683, 7 170,  34.4
Seebach, 21 386, 13 642, 7 744,  36.2
Kreis 12, 29 185, 18 362, 10 823,  37.1
Saatlen, 6 843, 4 632, 2 211,  32.3
Schwamendingen-Mitte, 10 864, 6 518, 4 346,  40.0
Hirzenbach, 11 478, 7 212, 4 266,  37.2
