T_10,,,,
Ausländeranteil und Bevölkerung,,,,
"nach Herkunft, Stadtkreis und Stadtquartier",,,,
2010,,,,
 ,,,,
"Quelle: Statistik Stadt Zürich, BVS6",,,,
 ,,,,
,,,,
,Total,Schweizer/-innen,Ausländer/-innen,"Anteil ausländische
Bevölkerung (%)"
Ganze Stadt, 385 468, 268 017, 117 451,  30.5
Kreis 1, 5 563, 3 966, 1 597,  28.7
Rathaus, 3 099, 2 205,  894,  28.8
Hochschulen,  678,  482,  196,  28.9
Lindenhof,  951,  713,  238,  25.0
City,  835,  566,  269,  32.2
Kreis 2, 29 878, 22 087, 7 791,  26.1
Wollishofen, 15 988, 12 019, 3 969,  24.8
Leimbach, 5 293, 4 053, 1 240,  23.4
Enge, 8 597, 6 015, 2 582,  30.0
Kreis 3, 46 699, 33 051, 13 648,  29.2
Alt-Wiedikon, 15 988, 10 914, 5 074,  31.7
Friesenberg, 10 596, 8 461, 2 135,  20.1
Sihlfeld, 20 115, 13 676, 6 439,  32.0
Kreis 4, 27 429, 16 533, 10 896,  39.7
Werd, 4 167, 2 728, 1 439,  34.5
Langstrasse, 10 379, 6 207, 4 172,  40.2
Hard, 12 883, 7 598, 5 285,  41.0
Kreis 5, 12 764, 8 615, 4 149,  32.5
Gewerbeschule, 9 688, 6 336, 3 352,  34.6
Escher Wyss, 3 076, 2 279,  797,  25.9
Kreis 6, 31 464, 23 040, 8 424,  26.8
Unterstrass, 21 233, 15 632, 5 601,  26.4
Oberstrass, 10 231, 7 408, 2 823,  27.6
Kreis 7, 35 447, 26 544, 8 903,  25.1
Fluntern, 7 637, 5 504, 2 133,  27.9
Hottingen, 10 570, 7 572, 2 998,  28.4
Hirslanden, 6 998, 5 378, 1 620,  23.1
Witikon, 10 242, 8 090, 2 152,  21.0
Kreis 8, 15 518, 10 803, 4 715,  30.4
Seefeld, 4 840, 3 194, 1 646,  34.0
Mühlebach, 5 679, 4 018, 1 661,  29.2
Weinegg, 4 999, 3 591, 1 408,  28.2
Kreis 9, 48 494, 33 156, 15 338,  31.6
Albisrieden, 17 835, 13 400, 4 435,  24.9
Altstetten, 30 659, 19 756, 10 903,  35.6
Kreis 10, 36 879, 27 629, 9 250,  25.1
Höngg, 21 179, 16 585, 4 594,  21.7
Wipkingen, 15 700, 11 044, 4 656,  29.7
Kreis 11, 65 796, 43 520, 22 276,  33.9
Affoltern, 22 972, 15 763, 7 209,  31.4
Oerlikon, 20 787, 13 568, 7 219,  34.7
Seebach, 22 037, 14 189, 7 848,  35.6
Kreis 12, 29 537, 19 073, 10 464,  35.4
Saatlen, 7 175, 4 892, 2 283,  31.8
Schwamendingen-Mitte, 10 903, 6 670, 4 233,  38.8
Hirzenbach, 11 459, 7 511, 3 948,  34.5
